StationCode,lat,lon
000CAT148,39.07525,-119.89953
000CAT228,39.07317,-119.92006
103CDCHHR,41.78887,-124.07766
103FC1106,41.93373,-124.1084
103KLCMSR,41.85532,-123.85239
103PS0217,41.68708,-124.08349
105BVCAGC,41.61201,-123.29221
105CLCATC,41.7349,-123.54822
105CR0901,41.3226,-123.5227
105CR0913,41.844,-122.8934
105DLCDCC,41.57269,-123.54353
105FLH087,41.8124,-120.79008
105PS0149,41.241,-123.65545
105PS0211,41.42697,-122.9217
105PS0231,41.60865,-122.45671
105PS1148,41.8659,-122.4641
105PS1404,41.92433,-122.38887
105SED077,41.62417,-122.06463
105TMCACC,41.73691,-123.54855
106FC1183,40.63704,-122.7465
106FC1313,40.87032,-122.80039
106HLCACC,41.01605,-123.59623
106MNCAHC,40.638,-123.321
106PS0186,40.3062,-123.1213
106PTCAHC,40.49615,-123.03502
106WER062,41.13472,-122.80333
107GWCAPC,41.36788,-124.02434
107LLM101,41.32697,-124.02387
108PS0197,41.176,-124.0853
111CBCAER,39.52904,-122.84832
111ERATRC,39.5525,-122.8613
111FC1098,39.75738,-123.72484
111PS0178,40.67994,-123.95064
111PS0237,40.33346,-123.46499
111TGCAER,39.39523,-122.86543
111WE0813,39.95969,-123.43736
113MLCTMR,39.54722,-123.72528
113PS0076,38.9363,-123.5005
113PS0196,39.5439,-123.6553
113PS0216,38.51536,-123.24221
113PS0232,38.66785,-123.30996
113PS0268,39.15598,-123.4593
113RG8046,38.47575,-123.15189
114AU7778,38.58703,-123.11811
114CR0903,38.81627,-123.01119
114DCURxx,38.95381,-123.14825
114DLCMRx,39.12817,-123.22369
114EACR6x,38.5923,-123.0627
114FCASCx,38.82916,-122.91117
114FCR2xx,38.58139,-122.88258
114FCR3xx,38.581,-122.88276
114FCR4xx,38.58085,-122.88326
114GCR2xx,39.37343,-120.02822
114JVCLRx,38.40108,-122.86244
114MA2364,38.63048,-122.76788
114MCR1xx,38.58492,-122.87572
114MCR2xx,38.584,-122.88736
114MCR3xx,38.59473,-122.91599
114MCR8xx,38.59434,-122.91674
114MRCMRx,39.06608,-123.12056
114PS0149,38.43414,-122.67608
114PS0229,38.61538,-122.78391
114WLCR1x,38.59883,-122.91925
115SALG01,38.34327,-122.95891
201AHO350,37.94495,-122.74306
201AUD020,37.93081,-122.68037
201CHE300,38.03977,-122.74191
201EAS020,37.89844,-122.64174
201EAS050,37.90023,-122.63733
201HAL100,38.07074,-122.68896
201LAG050,38.04181,-122.78969
201LAG140,38.07034,-122.77051
201LAG150,38.06669,-122.70264
201LAG160,38.06156,-122.69958
201LAG175,38.04473,-122.750729
201LAG280,38.013003,-122.660755
201LAG300,38.01275,-122.64689
201LAG330,37.99194,-122.66972
201LAGCPT,38.01923,-122.729
201PNG010,37.91971,-122.69181
201PNG050,37.95451,-122.718
201RDW040,37.86306,-122.57202
201ROD040,37.83904,-122.51644
201ROD050,37.83291,-122.51613
201TVY030,37.84857,-122.54224
201WLK030,38.24111,-122.90431
201WLK050,38.24353,-122.89806
201WLK098,38.215233,-122.864597
201WLK100,38.2145,-122.85794
201WLK120,38.20764,-122.79456
201WLK130,38.20639,-122.76975
201WLK150,38.184404,-122.838774
201WLK170,38.16445,-122.81136
201WLK178,38.163658,-122.783144
201WLK230,38.14342,-122.72472
201WLK240,38.13589,-122.70914
202BUT010,37.25003,-122.39553
202BUT480,37.21363,-122.31411
202BUT600,37.2159,-122.30727
202BUT850,37.22664,-122.2412
202DRY010,37.35917,-122.39124
202LAH950,37.38878,-122.28429
202MIC150,37.45232,-122.39242
202PES080,37.252,-122.3698
202PES168,37.26166,-122.24082
202PS0134,37.46526,-122.42819
202PS0246,37.46248,-122.3746
202SGR110,37.34591,-122.27425
202TUN600,37.39083,-122.36826
203BAX030,37.91828,-122.32587
203BAX050,37.93151,-122.32097
203CER020,37.89821,-122.3039
203COD020,37.88188,-122.30692
203COD080,37.88242,-122.28475
203COD120,37.88437,-122.26879
203LOB020,37.78827,-122.48393
203STW010,37.8679,-122.2869
203STW030,37.87051,-122.26495
203TEM060,37.84671,-122.24824
203TEM090,37.84359,-122.22686
204ALA525,37.49664,-121.76043
204ALP100,37.70739,-121.75325
204ALP110,37.70528,-121.75417
204ALP140,37.72175,-121.69658
204AMO070,37.67672,-121.81452
204AMO100,37.66747,-121.75031
204AMO160,37.62683,-121.70485
204AMO180,37.60316,-121.66948
204AMO200,37.48213,-121.5324
204ARH090,37.45116,-121.75463
204AVJ130,37.75314,-122.14926
204IND200,37.56223,-121.7982
204INDSAR,37.56394,-121.7993
204ISL050,37.74169,-122.44293
204LACSAC,37.56583,-121.78083
204LIO080,37.78223,-122.18021
204LIO130,37.79185,-122.17948
204LME100,37.81726,-122.26107
204PRL020,37.7781,-122.21812
204PRL080,37.80263,-122.19499
204PS0294,37.68094,-122.14463
204SIN300,37.64035,-121.92492
204SLE030,37.72556,-122.18361
204SLE165,37.79072,-122.08718
204SLE170,37.80028,-122.14472
204SLE180,37.80111,-122.14472
204SLE220,37.81833,-122.14583
204SMA020,37.57028,-122.31861
204SMA110,37.53233,-122.35088
204SMA120,37.53258,-122.35121
204SMA180,37.4878,-122.34309
204SMC600,37.32471,-121.67017
204VAL400,37.47092,-121.66639
205AAG075,37.39043,-121.78352
205AAG375,37.36018,-121.73719
205AAG400,37.37189,-121.73289
205COY585,37.09003,-121.46985
205COY610,37.1177,-121.48111
205COY615,37.12125,-121.48027
205COY850,37.18217,-121.5066
205COY853,37.17774,-121.49712
205COY900,37.17551,-121.47741
205COY930,37.18975,-121.46888
205CYCBBC,37.126,-121.481
205GCAxxx,37.181,-121.87444
205LGA700,37.11971,-121.90318
205LGAxxx,37.16769,-121.97942
205LGBxxx,37.21333,-121.98694
205PER020,37.41206,-122.08663
205PER030,37.36565,-122.09877
205PER040,37.36245,-122.08656
205PER050,37.35264,-122.08617
205PER080,37.33335,-122.09381
205PS0157,37.30143,-121.83516
205PS0170,37.36198,-121.87387
205PS0173,37.2388,-121.8847
205PS0202,37.3456,-122.0889
205PS0221,37.26711,-121.79606
205PS0234,37.3932,-121.81412
205SED075,37.28158,-122.07503
205SFC880,37.30676,-121.68893
205STE030,37.38658,-122.06917
205STE040,37.36474,-122.06224
205WUN450,37.44892,-122.29426
205WUN550,37.45211,-122.29852
206BRC020,37.92779,-122.15034
206CALASC,38.363,-122.52538
206FC1339,38.59731,-122.59839
206HCT020,38.47124,-122.48879
206NAP700,38.62776,-122.61277
206NVCPNP,38.11385,-122.58879
206PET010,38.18173,-122.60322
206PET060,38.18765,-122.66415
206PET070,38.1984,-122.70437
206PET090,38.23337,-122.5777
206PET130,38.24295,-122.59433
206PET150,38.25533,-122.5835
206PET220,38.24751,-122.62795
206PET265,38.25164,-122.63268
206PET280,38.27476,-122.61928
206PET350,38.27173,-122.67676
206PET360,38.27715,-122.6805
206PICARR,38.36138,-122.39086
206PIN610,37.97275,-122.22828
206PIN825,37.96288,-122.20152
206PS0165,38.57322,-122.56939
206PS0230,37.95974,-122.27867
206RCCBDC,38.35466,-122.42661
206SPA100,37.96992,-122.30829
206SPA140,37.92194,-122.16333
206SPA150,37.92611,-122.15889
206SPA160,37.92722,-122.1525
206WIL190,37.88444,-122.22949
207CE0678,37.97611,-122.06777
207KIR090,38.00975,-121.87983
207MTD030,37.97156,-121.96985
207MTD100,37.9357,-121.93886
207MTD117,37.91847,-121.94421
207MTD120,37.9205,-121.942
207MTD130,37.94433,-121.92226
207MTD140,37.92084,-121.92669
207PS0150,37.86031,-122.03402
207PS0241,38.2935,-122.02288
207SUI010,38.21833,-122.10444
207SUI062,38.27543,-122.12375
207SUI110,38.33086,-122.13858
207SUI130,38.3478,-122.1309
207SUI180,38.35689,-122.17086
207SUI210,38.36333,-122.17444
207SUI260,38.37528,-122.14222
207SUI290,38.37183,-122.13973
207WAL412,37.86103,-122.10192
207WAL415,37.84789,-122.1084
207WAL475,37.82956,-122.0743
304ACSDFx,37.08333,-121.91361
304PS0146,36.9832,-121.99474
304PS0194,37.1597,-122.234
304PS0253,37.20189,-122.14665
304PS0274,37.04831,-122.06681
304SCEF,37.08333,-121.91361
304SCEFLx,37.08333,-121.91361
304SCM,37.10439,-122.25062
304SCRH,37.11639,-122.24806
304SCS5,37.11639,-122.24806
304SCSDFx,37.08333,-121.91361
304SCUM,37.11639,-122.24806
304SED055,36.97447,-121.90287
304SED058,37.13171,-122.10576
304SED068,36.97749,-121.95689
304SED070,37.0383,-121.94204
304SED072,37.163,-122.13624
304SED073,37.11501,-122.26981
304SED074,37.04956,-122.06586
304SED110,37.15999,-122.12634
304SED111,37.02964,-122.05787
304SED112,37.04361,-122.22637
304SLB,37.0443104,-122.0709615
304SLE,37.12777,-122.12103
304SOQ,36.97343,-121.95282
304SOU,37.03089,-121.9453
304SPC236,37.16832,-122.21421
304SVC,37.02095,-122.1867
304WDCAH1,37.11371,-122.26978
304ZAY,37.04956,-122.06429
305BRI,36.61423,-121.21056
305COR,36.91275,-121.74372
305COR2,36.98905,-121.80135
305CRCBVR,36.98975,-121.80175
305FRA,36.96342,-121.49082
305LGCBRC,37.14815,-121.77368
305PCCH15,36.94417,-121.38389
305PS0057,36.95204,-121.51176
305SCC,36.91556,-121.74194
305SED061,36.98979,-121.80336
305SSCAUC,37.08499,-121.79433
305UVCASC,37.0866,-121.79451
307CML,36.53637,-121.91167
307CMN,36.3992,-121.66046
307CMRADC,36.37222,-121.66308
307SCCARR,36.43081,-121.79847
307SED060,36.36112,-121.65651
308BGC,36.0709,-121.59807
308MWCAH1,36.16255,-121.66643
308PS0204,36.26011,-121.79423
308PWCAH1,35.93554,-121.46781
308SAM,35.81577,-121.35838
308SBCAH1,36.4551,-121.92261
308SED059,36.28121,-121.83414
308WLO,35.89369,-121.45966
309ARSARC,36.11966,-121.46866
309DAV,36.6468,-121.70138
309GRN,36.33769,-121.20518
309LAS1MI,36.2288,-121.4953
309LOR,36.26731,-121.0683
309PS0072,36.19092,-121.12806
309SAC,36.55375,-121.54773
309SAP,35.29414,-120.38844
309SDCMCC,36.48787,-121.15179
309SEC,36.28052,-121.32153
309SED056,36.23563,-121.48697
309SED057,36.28053,-121.32254
309SED062,36.0035,-121.39137
309SED063,35.2942,-120.38886
309SED064,35.89448,-121.09096
309SED071,36.21881,-121.51405
309WLCATC,36.21306,-121.53505
310ADLCDx,35.70981,-121.30828
310ADLCUx,35.70958,-121.30592
310COO,35.25475,-120.88549
310CVC,35.32415,-120.74257
310OLD,35.47167,-120.85894
310PCD,35.61673,-121.14803
310PCU,35.61761,-121.14773
310PCWE,35.61653,-121.14808
310PCWECx,35.61653,-121.14808
310PCWEGx,35.61653,-121.14808
310SCN,35.28046,-120.66691
310SCP,35.76452,-121.31863
310SED065,35.61385,-121.07088
310SED066,35.56639,-121.06781
310SSCLSx,35.61043,-121.08293
312BRE,34.85395,-120.19353
312HUA,35.08665,-120.36816
312MZCDBC,34.77044,-119.93702
312RYCALR,34.67437,-119.29751
312SED113,34.84065,-120.16696
315ARH101,34.4817,-120.14088
315CHCALS,34.59321,-120.53113
315ECAECS,34.46194,-120.02152
315GAVGSP,34.47395,-120.22866
315MIU,34.44673,-119.70745
315RC3,34.39639,-119.45333
315TC2,34.44583,-119.56278
402BA0031,34.44652,-119.29227
402M00002,34.31063,-119.29916
402M00005,34.51364,-119.40097
402M00009,34.41824,-119.37505
402M00015,34.47484,-119.29151
402M00029,34.35798,-119.31172
402M00030,34.43881,-119.29959
402M00042,34.46039,-119.28891
402M00043,34.50161,-119.34749
402M00046,34.42402,-119.30011
402MTCUNF,34.5175,-119.3792
403LNCASC,34.53892,-119.16139
403M01500,34.29132,-119.14776
403M01505,34.41709,-118.92546
403M01506,34.39739,-118.79347
403M01522,34.41442,-118.78842
403M01528,34.27599,-119.14219
403M01538,34.41199,-118.83067
403M01539,34.54733,-119.16554
403M01553,34.43845,-118.92539
403M05757,34.54518,-118.43467
403M05758,34.43484,-118.61254
403M05771,34.69939,-118.79476
403M05774,34.42692,-118.62067
403M05780,34.60452,-118.55686
403M05785,34.37091,-118.47199
403M05795,34.60898,-118.77961
403R4S117,34.58739,-118.45116
403R4S137,34.44605,-118.4892
403R4S193,34.41722,-118.78927
403R4S211,34.57232,-118.46287
403S00064,34.64435,-118.51372
403S00640,34.60115,-118.558
403S00772,34.40976,-118.9322
403S00831,34.43048,-118.8318
403S00875,34.55668,-119.30629
403S00960,34.59079,-118.4617
403S01163,34.69943,-118.86529
403S01195,34.55903,-119.2678
403S01272,34.40303,-118.6905
403S01707,34.59835,-119.34799
403S01784,34.40228,-118.7471
403S01883,34.71629,-119.0189
403S02363,34.55885,-119.15456
403S03320,34.39996,-118.72346
403S03643,34.56213,-119.12891
403S03832,34.40211,-118.78471
403S04600,34.39728,-118.7105
403S05247,34.36931,-118.98739
403S05291,34.56397,-119.26305
403S06139,34.55464,-119.2405
403S06283,34.69386,-118.86079
403S06315,34.59223,-119.31033
403S06660,34.42963,-118.92373
403S06904,34.41964,-118.78769
403S07024,34.6092,-118.75771
403S07227,34.56208,-119.16664
403S11084,34.42487,-118.56081
403S14156,34.42523,-118.582
403S15608,34.4019,-118.70052
403S16332,34.5317,-118.75812
403S16493,34.6867,-118.84546
403S16978,34.42319,-118.76771
403S18093,34.69441,-118.85658
403S34646,34.42556,-118.56616
403S39062,34.4323,-118.61744
403SCSARB,34.42327,-118.53961
403SCVARC,34.43125,-118.5913
403SCVARD,34.4328,-118.59466
403SED076,34.56182,-119.16611
404BA0852,34.07877,-118.82037
404LVCALC,34.12573,-118.70748
404M04517,34.17649,-118.70612
404M04532,34.1744,-118.78748
404M04599,34.09458,-118.92442
404M07346,33.8024,-118.39639
404M07349,34.07803,-118.70166
404M07354,34.02025,-118.38647
404M07357,34.07936,-118.59437
404M07358,33.98675,-118.41043
404M07360,34.15459,-118.75848
404M07361,34.10164,-118.62119
404M07362,33.8009,-118.38703
404R4S001,34.16329,-118.81069
404R4S009,34.17601,-118.76169
404R4S015,34.14255,-118.75224
404R4S056,34.04587,-118.63873
404R4S070,34.042,-118.89747
404R4S089,33.98426,-118.41426
404S00808,34.11411,-118.77907
404S01128,34.1039,-118.71271
404S02920,34.17748,-118.767
404S03048,34.18426,-118.79089
404S05992,34.15698,-118.7588
404S06456,34.06463,-118.58685
404S08040,34.14358,-118.75527
404S08616,34.12188,-118.7924
404S08846,34.05442,-118.58176
404S11406,34.04939,-118.69
404S13160,34.1578,-118.75973
404S13416,34.09875,-118.71594
404S16168,34.06765,-118.70704
404S16516,34.12998,-118.75648
404S17016,34.1183,-118.78057
404S17266,34.10741,-118.7118
404S17664,34.14994,-118.6976
404S18250,34.13222,-118.82051
404S22464,34.12676,-118.70685
404S23297,34.05006,-118.58103
404S24066,34.16321,-118.70077
404S25298,34.04553,-118.68732
404S25668,34.12139,-118.70914
404S26670,34.16385,-118.76205
404S26868,34.09675,-118.71737
404S27470,34.17445,-118.76389
404S28068,34.13936,-118.70366
404S28270,34.13663,-118.75725
404S31468,34.16874,-118.76171
404S32468,34.0999,-118.72304
404S33670,34.15824,-118.70012
404S34120,34.16558,-118.78918
404S34230,34.06909,-118.58678
404S35270,34.13325,-118.70656
404S35418,34.08262,-118.70857
404S37670,34.14074,-118.70117
404S44210,34.14301,-118.75779
404S44532,34.12682,-118.79617
404S44642,34.16873,-118.70306
404S45622,34.06149,-118.58534
404S45745,34.05902,-118.9339
404S48200,34.07772,-118.92395
404SMB001,34.06464,-118.93269
404SMB004,34.04516,-118.91352
404SMB010,34.03934,-118.86875
404SMB011,34.04347,-118.84541
404SMB017,34.05513,-118.77733
404SMB021,34.03849,-118.75234
404SMB024,34.03362,-118.73423
404SMB035,34.03748,-118.63697
404SMB038,34.04102,-118.59718
404SMB041,34.0396,-118.58955
404SMB043,34.06499,-118.58679
404SMB075,34.09488,-118.6019
404SMB21A,34.04975,-118.7532
404SMB41A,34.04494,-118.58881
404VCBSCL,34.07194,-119.0153
404VCLSCU,34.06514,-118.96317
405BRCASG,34.24092,-117.88449
405BRCSGR,34.25031,-117.88372
405M10596,33.81024,-118.12821
405M10598,34.06991,-117.77146
405M10599,33.95045,-118.04896
405M10600,33.85293,-118.10127
405PS0011,33.88054,-117.89743
405SGB003,34.28157,-117.88508
405SGB004,33.98064,-117.92943
405SGB006,34.25553,-117.82139
405SGB010,34.19498,-117.86114
405SGB011,33.8211,-118.09157
405SGB015,33.85783,-118.11163
405SGB018,34.14062,-117.78842
405SGB022,34.15019,-117.83738
405SGB025,34.12757,-117.729
405SGB027,33.79958,-118.09022
405SGB034,34.22498,-117.76111
405SGB036,33.95935,-117.9822
405SGB041,34.12332,-117.7725
405SGBNFK,34.2482,-117.8655
405SGBWFK,34.2406,-117.89
405SGRAAG,34.26448,-117.74751
405SMB048,34.05101,-118.5111
405SMB059,33.80169,-118.39075
405SMB060,33.80299,-118.39655
407CE0668,34.28231,-119.21909
407M01516,34.25539,-119.25498
408ACCR3x,34.22722,-118.93194
408CAL003,34.14722,-119.11837
408CAL006,34.16443,-119.06255
408CGCS02,34.28342,-118.81739
408CGCS04,34.27161,-118.92406
408CGCS06,34.17978,-119.04053
408CGCS12,34.19114,-119.00464
408CGCS13,34.16781,-119.09272
408M03005,34.27001,-118.74203
408M03015,34.20947,-118.88115
408M03019,34.26742,-118.94037
408M03020,34.16846,-119.05726
408M03027,34.22489,-118.92975
408M03036,34.17991,-119.07852
408M03038,34.27491,-118.88512
408M03047,34.17338,-119.0517
408M03052,34.18063,-119.1039
408WE1039,34.14743,-119.087
412LAR003,34.20105,-118.30268
412LAR004,34.26825,-118.60806
412LAR007,33.99431,-118.18055
412LAR008,34.26316,-118.55704
412LAR009,34.2273,-118.31987
412LAR013,34.29719,-118.24705
412LAR015,34.09369,-118.02886
412LAR018,34.24375,-118.22177
412LAR019,34.15691,-118.3035
412LAR020,34.25773,-118.59616
412LAR023,33.86185,-118.19653
412LAR024,34.24862,-118.5428
412LAR025,34.25182,-118.29597
412LAR031,33.99525,-118.10604
412LARBBK,34.1599,-118.3042
412LARCMP,33.8473,-118.2096
412LARRHO,33.9377,-118.1707
412LARSCO,34.0827,-118.2215
412LARTJA,34.1501,-118.3907
412M08597,34.15524,-118.43907
412M08599,34.10602,-118.24338
412M08602,33.97131,-118.16996
412M08608,34.18543,-118.49768
412M08610,34.20112,-118.01825
412M08616,34.18855,-118.61028
412M08622,34.19378,-118.10274
412M08627,33.86326,-118.19655
412M08630,34.05961,-118.08902
412M08632,34.23834,-118.6077
412M08638,34.20922,-118.17119
412S04204,34.2036,-118.0185
481M15356,34.23115,-117.66159
481S05856,34.19152,-117.67601
504CBBLBW,39.744,-121.81648
504DYCBSB,40.08833,-122.09027
504FC1115,39.98053,-121.97234
504PS0083,40.01911,-122.37155
504PS0574,39.8958,-121.9236
504PS0595,39.75107,-122.13344
505BMCMCR,41.09566,-122.136
505FC1275,41.29989,-122.11879
505LBCAMR,41.09204,-122.11268
505MRSRxx,41.25622,-121.88169
505MRTNCx,41.09417,-122.11556
505PS1180,41.2637,-121.9141
505SED022,41.25543,-121.88025
507BCSFPW,40.5332,-121.93
507BTC269,40.35193,-121.63451
507CLCORF,40.70236,-121.91851
507DCABSF,40.44283,-121.72449
507DCBLLB,40.43895,-121.77714
507MZCAML,40.5309,-121.553
507OCCPHx,40.68,-121.87039
507PS0122,40.39457,-121.93616
507RCABRS,40.4531,-121.75377
507RCBLPF,40.45478,-121.83337
507SED021,40.34795,-121.5918
507SPIMBL,40.49868,-121.65555
507SPISFD,40.43892,-121.70881
507SPIUBL,40.49799,-121.63843
508CCMPRx,40.54583,-122.17556
508CR1011,40.47343,-122.30323
508PS0458,40.49391,-122.44755
508PS0618,40.51949,-122.37188
508SCCO44,40.54557,-122.17428
509CBCADC,40.202,-121.509
509CTC033,40.2466,-121.4075
509CTCADC,40.2206,-121.4132
509DCPWxx,40.06961,-121.70886
509MLC145,40.28931,-121.56823
509PS0334,40.22426,-121.989
509SED024,40.32351,-121.51829
509SED098,40.26796,-121.4359
509SPIJD3,40.29815,-121.75529
509SPIJD4,40.29557,-121.78269
510CR1007,38.43501,-121.52491
511FC1357,38.34677,-121.89999
511PS0657,38.34775,-122.00297
511PTCUCD,38.52724,-121.80169
511USSR88,38.607,-121.99204
511UTCFVA,38.36944,-121.99472
511WLSR27,38.61976,-121.83268
513PS0200,39.18,-122.6673
513STCAIV,39.1846,-122.5356
514BRU001,38.8113,-120.62167
514BRU002,38.80833,-120.62472
514BRU003,38.80806,-120.62778
514BRU004,38.80778,-120.6325
514BRU005,38.80556,-120.63639
514DNCLDC,39.13879,-120.47561
514FC1215,38.97275,-121.29146
514GRL001,39.96444,-120.39361
514GRL002,39.96167,-120.39278
514GRL003,38.95861,-120.39222
514GRL004,38.95528,-120.39417
514GRL005,38.95417,-120.39889
514GRLUPx,38.98444,-120.37861
514ICE001,38.82097,-120.36167
514ICE002,38.81663,-120.36676
514ICE003,38.81674,-120.37285
514ICE004,38.81905,-120.37928
514ICE005,38.81501,-120.38368
514MDCABC,39.06366,-120.26834
514MFA010,39.1012,-120.6521
514PCAPC2,38.9069,-120.5075
514PS0099,38.9599,-120.4839
514PS0351,38.8926,-121.1444
514RCR001,39.05506,-120.40892
514RCR002,39.042,-120.428
514RCR003,39.037,-120.433
514RCR004,39.03291,-120.43461
514RCR005,39.02812,-120.43536
514SED078,39.15227,-120.40052
514SED101,38.84836,-120.3772
514SED103,38.81331,-120.25771
514SSC190,38.81763,-120.44086
514UNI001,38.85194,-120.45944
514UNI002,38.85139,-120.46389
514UNI003,38.84889,-120.47028
514UNI004,38.84556,-120.47167
514UNI005,38.8475,-120.47778
514UNIUPx,38.88056,-120.35861
515BRRPTG,38.98491,-121.48676
515HCSSHR,39.30417,-121.56496
515JCSLRR,39.22499,-121.51037
515PS0490,39.3201,-121.5193
515PS0622,39.00558,-121.39953
515YRMxxx,39.17583,-121.52389
516PS0324,39.10857,-121.29182
516PS0516,39.02439,-121.2308
516PS0543,39.09774,-121.11078
517FC1248,39.66106,-120.88932
517LCCAYB,39.59879,-120.51104
517PLC127,39.5847,-120.8103
517PSC038,39.50235,-120.5271
517SED087,39.47102,-120.92577
517SLT050,39.6919,-120.93829
517SMC266,39.61971,-120.61046
518BTCASC,40.18694,-121.30683
518CDS022,39.5271,-120.2894
518CE0543,39.67555,-120.36777
518CHCANF,39.7199,-121.4217
518CLD070,39.55977,-120.35435
518CR0909,40.00191,-121.26822
518FC1060,40.0259,-120.9641
518FCA059,40.00191,-121.2682
518FRE265,40.01132,-121.20888
518FRE277,40.00803,-121.19
518FRM117,39.86453,-120.76138
518GHCCRB,39.96795,-120.91545
518GRCH36,40.32943,-120.93121
518GZC001,39.89124,-121.29436
518GZC002,39.88745,-121.29967
518GZC003,39.88472222,-121.3027778
518GZC004,39.88039,-121.30401
518GZCUPx,39.88909,-121.27873
518HGY101,40.1153,-120.64505
518INCATB,40.08461,-120.91632
518JSC273,39.76838,-120.68476
518LCC105,39.86331,-120.16348
518LCC233,40.05695,-120.5726
518LST001,39.57472,-121.13972
518LST002,39.57417,-121.14611
518LST003,39.57389,-121.14944
518LST004,39.57306,-121.15306
518LST005,39.5728,-121.15919
518PS0125,39.80922,-120.65636
518RCC169,39.98886,-120.56938
518SDCAHR,40.21188,-121.2724
518SED013,40.19443,-121.28451
518SED015,40.35374,-121.41227
518SED030,40.36374,-121.30667
518SED079,39.69851,-121.20457
518SED080,39.64412,-121.14456
518SED081,40.32936,-120.93149
518SED082,39.74051,-120.70642
518SED085,39.85483,-120.86241
518SED089,39.85234,-120.72634
518SED090,39.94905,-121.01878
518SED091,39.71162,-120.53464
518SED093,40.15516,-120.95736
518SED104,39.92843,-121.04507
518SNCABC,39.6213,-120.193
518WLCBCP,40.05261,-120.3713
518WLCBWL,40.38537,-121.34084
518WLW073,39.85126,-121.18021
519ACDPPx,38.64194,-121.38167
519ADCAFB,38.63789,-121.1992
519ARHBxx,38.56806,-121.42222
519ARVAMR,38.86824,-121.35771
519CE0211,38.63569,-121.40368
519CR0904,38.80836,-121.63521
519CR0912,38.57234,-121.35775
519DRCAER,38.7592,-121.25557
519DRCAWA,38.73481,-121.3918
519DRCGRP,38.72992,-121.39809
519MRCMCR,38.54138,-121.27638
519MRCMDV,38.48083,-121.45833
519MRCSPK,38.51525,-121.41405
519MSCAFR,38.4964,-121.45159
519PGCASB,38.80226,-121.32945
519PS0340,38.75471,-121.23614
519PS0402,38.7987,-121.3479
519PS0449,38.68543,-121.44155
519PS0514,38.7338,-121.2761
519PS0534,38.6038,-121.4126
519PS0561,38.4595,-121.4307
519PS0578,38.775,-121.2538
519PS0646,38.51449,-121.4101
520BKSMDR,39.40153,-122.22685
520CLCANR,39.58173,-121.69884
520CR1010,39.50076,-121.99763
